Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Super,1984,N/A,01 May 1984,101 min,"Action, Crime, Drama, Thriller, Sci-Fi",Adolf Winkelmann,"Jost Krüger, Gerd Weiss, Adolf Winkelmann","Renan Demirkan, Udo Lindenberg, Inga Humpe, Tana Schanzara","The Earth shortly before its end. The houses in the cities are deserted, the streets smashed. The sky shimmers dark gray.",German,West Germany,N/A,https://m.media-amazon.com/images/M/MV5BMjAzMzIzMjM0M15BMl5BanBnXkFtZTcwODU4OTkwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,41,tt0086391,movie,N/A,N/A,N/A,N/A,True
Super Nerds,2000,N/A,N/A,N/A,N/A,Troy Miller,N/A,"Patton Oswalt, Brian Posehn, Sarah Silverman, Tammy Tavares",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,25,tt0252026,movie,N/A,N/A,N/A,N/A,True
Super Bowl XV,1981,N/A,25 Jan 1981,N/A,Sport,N/A,N/A,"Mike Adamle, Pete Axthelm, Chris Bahr, Bill Bergey",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,35,tt0477105,movie,N/A,N/A,N/A,N/A,True
Super Awesome!,2015,PG,29 May 2015,89 min,"Comedy, Musical","Guy Edmonds, Matt Zeremes","Guy Edmonds, Matt Zeremes","Guy Edmonds, Matt Zeremes, Simon Burke, Rob Carlton","Can best friends Mark and Gary write, cast and rehearse a musical about marriage equality that's set to open a major theatre festival in six short weeks?",English,"Australia, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTU0MzM5NDM0OF5BMl5BanBnXkFtZTgwMzk0ODk1NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,34,tt2375565,movie,N/A,N/A,N/A,N/A,True
Super-B,2002,N/A,12 Jun 2002,N/A,"Comedy, Fantasy",Joyce Bernal,Juan Maria Mendoza (story and screenplay),"Rufa Mae Quinto, Marvin Agustin, Melanie Marquez, Mylene Dizon","Bilma nicknamed ""Bi"" (Rufa Mae Quinto) is an ordinary girl wanting to make a difference. Meanwhile, Lord (Marvin Agustin), Bi's longtime suitor gave her a mysterious ring, which if worn by ...","Filipino, Tagalog",Philippines,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,44,tt0326228,movie,N/A,N/A,N/A,N/A,True
Super Force,1990,N/A,22 Sep 1990,100 min,"Action, Adventure, Crime, Sci-Fi",Richard Compton,"Larry Brody, Janis Hendler","Ken Olandt, Larry B. Scott, Lisa Niemi, Patrick Macnee","Detective is prepared by the police to become unbeatable in combating crime in the year 2020, armed with a fabulous bike.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzE1MjZhMGUtYzcxOC00NWY4LWExMDItMmM0ZWE4NWM5NTA1XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,35,tt2364871,movie,20 Oct 1993,N/A,N/A,N/A,True
Super Duper,2019,N/A,20 Sep 2019,118 min,"Comedy, Thriller",A.K.,N/A,"Dhruva, Sha Ra, Indhuja Ravichandran","Two petty criminals end up kidnapping the wrong woman, and end up in a situation where they have to deal with a kingpin of a drug mafia.","Tamil, Telugu",India,N/A,https://m.media-amazon.com/images/M/MV5BZWFjZTc1MDUtMmI4NC00MmZiLWFjYWItZWFmOTQzNzNlNTc0XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,45,tt10225092,movie,N/A,N/A,N/A,N/A,True
Super Bowl XIX,1985,N/A,20 Jan 1985,N/A,Sport,Roger Goodman,N/A,"John Ayers, Bob Baumhower, Woody Bennett, Doug Betters",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,35,tt0477104,movie,N/A,N/A,N/A,N/A,True
Jonatan Spang: Super meget Spang,2010,N/A,30 Mar 2010,N/A,Comedy,N/A,"Jonatan Spang (idea), Jonatan Spang",Jonatan Spang,"A compilation of Jonatan Spang's comedy performances, ranging from 'Stand-up.dk' in 2002 to 'Comedy Aid 2009: Stand-up for livet' and 'Spark i løgsuppen' in 2010.",Danish,Denmark,N/A,https://m.media-amazon.com/images/M/MV5BYjFhZjU2NjUtZjliOS00MWExLWExMzgtZDU0Mjc2NTlkNGJjXkEyXkFqcGdeQXVyMTk2ODU0OTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,41,tt1838682,movie,N/A,N/A,N/A,N/A,True
Super Copa - Monterrey vs Necaxa,2018,N/A,15 Jul 2018,N/A,Sport,N/A,N/A,"Diego Balado, Alejandro Berry, Nathalie Juarez, Antonio Gomez Luna",N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNzZmODExYzYtZDRmMy00ODY3LWI2ZDYtZmQzMzIzZTdiMTNlXkEyXkFqcGdeQXVyODkwMzE1OQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8714352,movie,N/A,N/A,N/A,N/A,True
Progress Chapter 88: Super Strong Style 16 Tournament Edition 2019 - Tag 1,2019,N/A,04 May 2019,N/A,N/A,"Jim Smallman, Jon Briley(co-director), Glen Joseph(co-director)",N/A,"Chris Ridgeway, Kyle Greenwood, Darby Allin, Paul Robinson","Good first round stuff. Dunne/Williams was a really neat opener, really nice dynamic and storytelling. Mambo/ZSJ was brilliant, MOTN and Mambo really rose to the occasion and had his best match to date,","German, English",UK,N/A,https://m.media-amazon.com/images/M/MV5BMDA5NWI2M2YtNTUxMS00ZThlLWIzZGEtYWI5OGU0ZmRmMGIxXkEyXkFqcGdeQXVyODc0MjMwMzQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt10612160,movie,N/A,N/A,N/A,N/A,True
Super Monsters: The New Class,2020,N/A,01 Aug 2020,24 min,"Short, Animation, Family",Steve Ball,N/A,"Nicole Anthony, Elyse Maloway, Erin Mathews, Asia Mattu","A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level - the Purple Room.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMzFlY2U4MDUtMjE0Mi00ZjFmLTgwMzgtMGZlNDliYTE0ZjA3XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,26,tt12730290,movie,N/A,N/A,N/A,N/A,True
Every Girl's a Super Girl,2018,N/A,N/A,N/A,"Short, Music",N/A,N/A,JoJo Siwa,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzYyOGY2ZWEtZDIyZi00MjQyLTk3OTgtMmU3YmZkYTJiNWUwXkEyXkFqcGdeQXVyOTk3MDYxNw@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8774102,movie,N/A,N/A,N/A,N/A,True
Super Santa in South Pole Joe,2002,N/A,N/A,7 min,Short,Mike Bell,"Mike Bell (creator), Mike Bell","Mike Bell, Daran Norris, Hadley Kate, Kevin Michael Richardson",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,5,tt0367106,movie,N/A,N/A,N/A,N/A,True
The Super Ladies,2009,N/A,15 Sep 2009,21 min,"Documentary, Short",Samantha Asumadu,N/A,N/A,"The Super Ladies"" is a documentary film that follows three female rally-drivers, competing to beat their male counterparts in The Pearl of Africa Rally - one of Africa's toughest motor ...",English,Qatar,N/A,https://m.media-amazon.com/images/M/MV5BMTYwNjYxMDMxMF5BMl5BanBnXkFtZTcwOTYyNjc3Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,5,tt1628780,movie,N/A,N/A,N/A,N/A,True
Super Mean,2018,N/A,01 Aug 2018,N/A,Short,Jason Rosenblatt,Jason Rosenblatt,"Alan Burrell, Bill Christensen, Evonne De La Fuente, Alysse Fozmark",N/A,N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BZjE4NmRmZTItNzJiZS00NzA5LTkwNWYtMTNlODFiNDljYzVkXkEyXkFqcGdeQXVyMzg1OTQxMDA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8794776,movie,N/A,N/A,N/A,N/A,True
The Aquabats: Super Kickstarter!,2018,N/A,31 Jul 2018,N/A,Short,N/A,N/A,"Jack Black, Matt Chapman, Christian Jacobs, Mr. Lawrence","Years after their network shuttered, The Aquabats must gather a Legion of Righteous Comrades in order to make new music and TV episodes.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt8796482,movie,N/A,N/A,N/A,N/A,True
DC Super Pets,2022,N/A,22 May 2022,N/A,"Animation, Action, Comedy, Family","Jared Stern, Sam Levine(co-director)","John Whittington, Jared Stern",N/A,Superman's dog team up with a flying cat to stop crime while Superman is on vacation.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt8912936,movie,N/A,N/A,N/A,N/A,True
Super Mario World: Mario & Yoshi's Adventure Land,1991,N/A,10 Aug 1991,28 min,"Animation, Short, Comedy",Masami Hata,N/A,"Tôru Furuya, Yû Mizushima","Super Mario World: Mario to Yoshi no Bouken Land is an interactive anime video based on the game Super Mario World. It is designed for use with Bandai's Terebikko system, which utilizes a ...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BN2Q1YTYyNjMtMDU3OC00NDNkLWExYjMtNTg2N2U4OTUzMWIwXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8922116,movie,N/A,N/A,N/A,N/A,True
Super Predator,2015,N/A,08 Jul 2015,43 min,Documentary,Michael Lynch,Michael Lynch,"David Riggs, Jennene Riggs",N/A,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BZmMxMTEwZDgtYjU2Yi00Y2Y1LThlMTctMjgyNDg0MzJjZDVkXkEyXkFqcGdeQXVyMjYzODM1NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,6,tt5748652,movie,N/A,N/A,N/A,N/A,True
Super Athlete,2013,N/A,N/A,85 min,"Comedy, Family, Fantasy",John Comrie,"John Comrie, Matt Comrie","Tony Sirico, Christopher Lloyd, Faran Tahir, Matt Comrie","The future of sports is put in jeopardy when a 6'8"" farm boy is accidentally blessed with athletic skills never before seen.",English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,9,tt2906036,movie,N/A,N/A,N/A,N/A,True
Super Santa in Vegetation,2002,N/A,13 Apr 2002,7 min,"Animation, Comedy, Family, Short",Mike Bell,Mike Bell,"Mike Bell, Daran Norris, Mari Weiss, Billy West",N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,5,tt0371967,movie,N/A,N/A,N/A,N/A,True
Super-Anon,2004,N/A,09 Feb 2007,10 min,Short,Stephen H. Plitt,N/A,"Deb Sears, Matthew Erickson, Chy, Reg Parks",Super-Anon is a support group for family relatives of superheroes. This is their story.,English,Canada,2 wins.,https://m.media-amazon.com/images/M/MV5BN2Q2MWY0MzktNDgxMi00NGRhLThjM2MtNTA0NmE2YTg5ZDdmXkEyXkFqcGdeQXVyMDAyMTY3Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,5,tt0846792,movie,N/A,N/A,N/A,N/A,True
Super Hero,2005,N/A,N/A,N/A,Thriller,N/A,N/A,"Chika Anyanwu, Amaechi Muonagor, Ramsey Nouah, Charles Okafor",N/A,English,Nigeria,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,5,tt0907805,movie,N/A,N/A,N/A,N/A,True
Super Bowl XXXIII Halftime Show,1999,N/A,N/A,N/A,N/A,Paul Miller,N/A,Theresa Joy,N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A,4.4,5,tt0421080,movie,N/A,N/A,N/A,N/A,True
Super Tornado,2013,N/A,06 Jun 2013,N/A,N/A,Sarah Hunt,N/A,Alex Beresford,N/A,English,UK,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,9,tt2971878,movie,N/A,N/A,N/A,N/A,True
Super Block High,1967,N/A,N/A,2 min,Short,Aggy Read,N/A,N/A,N/A,English,Australia,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,5,tt1839618,movie,N/A,N/A,N/A,N/A,True
Africa's Super Snake,2017,N/A,N/A,50 min,N/A,Graeme Duane,N/A,N/A,"It's the stuff of nightmares, a killer snake of immense size and strength, with a strike faster than the blink of an eye. She's 20-feet long. She has no hands, no arms, no legs, but she'll ...",English,South Africa,N/A,https://m.media-amazon.com/images/M/MV5BNGE2NmNlNDktZTAyYS00MDcwLThkOWItOWQzN2Y1MGY4MGY0XkEyXkFqcGdeQXVyNTA4MzQyMDE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8924840,movie,N/A,N/A,N/A,N/A,True
E! 50 Super Epic TV Moments,2011,N/A,30 Jun 2011,N/A,Comedy,N/A,Kristine Kimmel,"Eve Dawes, Renee Gauthier, Robin Kassner, Julie Marcus",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,5,tt2174001,movie,N/A,N/A,N/A,N/A,True
TRL Super Bowl,2001,N/A,20 Jan 2001,N/A,N/A,Steve Paley,N/A,"Carson Daly, Jennifer Lopez",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",N/A,3.7,9,tt0399714,movie,N/A,N/A,N/A,N/A,True
Super Chef Battle: An Iron Chef America Event,2010,N/A,N/A,N/A,Reality-TV,Eytan Keller,N/A,"Ted Allen, Mario Batali, Kevin Brauch, Alton Brown",N/A,Spanish,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,5,tt1735226,movie,N/A,N/A,N/A,N/A,True
Super Bowl's Greatest Commercials: Top 40 Countdown,2006,N/A,04 Feb 2006,60 min,Comedy,Michael Dempsey,David Wild,"Marc Duchon, Adam Carolla, Chevy Chase, Christian Finnegan",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,9,tt0775545,movie,N/A,N/A,N/A,N/A,True
Super Bowl XLI Pre-Game Show,2007,N/A,03 Feb 2007,106 min,Musical,"Paul Becker, Maria Torres O'Connor",N/A,"Emmanuel Brown, Fergie, Michael Fielder, Don Omar",N/A,English,USA,1 win.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,5,tt0954280,movie,N/A,N/A,N/A,N/A,True
Super Heroes United!: The Complete Justice League History,2008,N/A,02 Feb 2008,N/A,"Documentary, Animation, Short",Gary Leva,N/A,"Alan Kistler, Jimmy Palmiotti, Michael E. Uslan, Mark Waid","This documentary tells the rich, 47-year history of DC Comics' favorite team of characters, including Superman, Batman, Wonder Woman, The Green Lantern and The Flash. Lavishly illustrated ...",English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,35,tt1244623,movie,N/A,N/A,N/A,N/A,True
Super Bowl X,1976,N/A,18 Jan 1976,N/A,Sport,N/A,N/A,"Rocky Bleier, Mel Blount, Terry Bradshaw, Tom Brookshier",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,36,tt0475743,movie,N/A,N/A,N/A,N/A,True
Super Bowl XIII,1979,N/A,21 Jan 1979,N/A,Sport,N/A,N/A,"Larry Anderson, John Banaszak, Benny Barnes, Theo Bell",Super Bowl XIII was an American football game between the American Football Conference (AFC) champion...,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,39,tt0477102,movie,N/A,N/A,N/A,N/A,True
Super Mario World (SNES) Live Stream with Mike Matei,2015,N/A,01 Nov 2015,120 min,Reality-TV,Mike Matei,Mike Matei,Mike Matei,Live stream of Mike Matei playing Super Mario World (1990) and answering commentaries.,"English, Japanese",USA,N/A,N/A,[],N/A,N/A,N/A,tt10610184,movie,N/A,N/A,N/A,N/A,True
Kamen Rider Super Den-O Trilogy: Episode Blue - The Dispatched Imagin is Newtral,2010,N/A,05 Jun 2010,73 min,"Action, Comedy, Fantasy",Kenzô Maihara,N/A,"Takuya Mizoguchi, Tamaki Matsumoto, Wakana Matsumoto, Rina Akiyama","Ryotaro and Momotaros got injured during a battle with an Imagin, and she ran away anywhere. Kotaro and Teddy come to help again with the request of the Owner of Denliner, but he has to ...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BOTdiYjk2MWYtNzBhMy00ZjRmLWJmMjYtZWM5MTQ2NjlhMmUyXkEyXkFqcGdeQXVyMjU0ODQ5NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,36,tt1670661,movie,N/A,N/A,N/A,N/A,True
My Babysitter the Super Hero,2020,N/A,09 Jun 2020,90 min,Family,William Butler,William Butler,"Melissa Peterman, Mo Collins, Jim O'Heir, Wayne Wilderson",A teenage boy and his little sister are thrust into an adrenaline-charged adventure when they find out their gregarious babysitter is in fact the legendary super hero known as Agent-Action.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzBmZGRlNTktZDI0OS00ZmYxLTg0NjgtNzI1NDFlYzIyZTRmXkEyXkFqcGdeQXVyMTIwNjIxNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,6,tt7222308,movie,N/A,N/A,N/A,N/A,True
Super Bowl XXII,1988,N/A,31 Jan 1988,N/A,Sport,Roger Goodman,N/A,"Al Michaels, Frank Gifford, Dan Dierdorf, Jack Whitaker",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,44,tt0477110,movie,N/A,N/A,N/A,N/A,True
Super Hero War Z: Kamen Rider vs. Super Sentai vs. Space Sheriff,2013,N/A,27 Apr 2013,92 min,"Action, Sci-Fi",Osamu Kaneda,"Shôtarô Ishinomori (character), Saburo Yatsude (characters), Shôji Yonemura","Yûma Ishigaki, Junya Ikeda, Arisa Komiya, Shun'ya Shiraishi","A new evil organization known as Space Shocker, which are led by the magic-using Space Ikadevil and Space Spider Man, threatens the Earth by causing an unknown phenomenon. The Space ...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BN2Y5YTEwNTQtYjI2MC00YzRhLWIwMTktYmJkNmFmYWMyN2QyXkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,86,tt2632184,movie,N/A,N/A,N/A,N/A,True
Super Troupers: Thirty Years of ABBA,2004,N/A,20 Sep 2004,72 min,Documentary,"Steve Cole, Chris Hunt",N/A,"Pete Waterman, Benny Andersson, Agnetha Fältskog, Anni-Frid Lyngstad",N/A,English,UK,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,89,tt0455793,movie,N/A,N/A,N/A,N/A,True
Super Dee Dooper Giraffe,2005,N/A,25 Oct 2005,N/A,"Short, Comedy",Steve Stark,N/A,N/A,N/A,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt1954860,movie,N/A,N/A,N/A,N/A,True
Super Art Market,2009,N/A,02 Jul 2009,92 min,Documentary,Zoran Solomun,N/A,"Martin Eder, Leo Koenig, Gerd Harry Lybke, Mihai Pop",N/A,German,Germany,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,9,tt1521056,movie,N/A,N/A,N/A,N/A,True
Super Monsters and the Wish Star,2018,N/A,07 Dec 2018,N/A,"Animation, Short, Comedy, Family, Fantasy",N/A,N/A,Maria J. Cruz,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGY1OWQ4MjQtNzE0ZS00NDY3LTgzZjktMzU5NDJmMDMxNTdlXkEyXkFqcGdeQXVyNDQ5MDYzMTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,37,tt9399114,movie,N/A,N/A,N/A,N/A,True
Super Powers,2006,N/A,03 Mar 2006,6 min,"Short, Comedy","John Mitchell, Jeremy Kipp Walker",John Mitchell,"Jay Klaitz, Laura Nordin, Sondra James, DeWanda Wise","A young couple tries to save their marriage by dressing up as super heroes in the bedroom, but when they're forced out onto the streets of New York City, they end up saving much more than their sex life.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTMyMTgzMzkxNF5BMl5BanBnXkFtZTcwMjc2NjAyMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,85,tt0818263,movie,N/A,N/A,N/A,N/A,True
Super Zeroes,2012,Not Rated,20 Apr 2012,90 min,Comedy,Potsy Ponciroli,"Drew Langer (story), Travis Nicholson, Potsy Ponciroli","Reece Thompson, Blaise Miller, Travis Nicholson, Madison Riley",Two loser brothers and their simpleton roommate's lives are forever changed when a mysterious meteor strikes their house.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjE0MTk0MDcxOV5BMl5BanBnXkFtZTcwMjA1OTM4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,38,tt1872173,movie,N/A,N/A,N/A,N/A,True
The Ghouligans! Super Show!,2008,N/A,20 Jul 2008,41 min,"Comedy, Horror",Sean King,Michael Koscik (creator),"Pete Bune, Dino Castelli, Erica Curcio, Jamie Frevele",The Ghouligans are a collection of nostalgic monster dead beats that live for classic comedy and chaos. These retro horror characters deliver an electric mix of fun and excitement. Count ...,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,9,tt1302561,movie,N/A,N/A,N/A,N/A,True
Super Bad,1994,N/A,N/A,N/A,Short,Yoshihiko Takamatsu,N/A,N/A,N/A,Japanese,Japan,N/A,N/A,[],N/A,N/A,N/A,tt1886686,movie,N/A,N/A,N/A,N/A,True
Super Bowl LIV,2020,N/A,02 Feb 2020,N/A,Sport,Rich Russo,N/A,"Jennifer Lopez, Kevin Hart, Demi Lovato, Shakira","The champion of the NFL's 100th season will be determined as the Kansas City Chiefs and San Francisco 49ers clash in the Super Bowl in Miami, Florida.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTE1ZTA4ODQtMmJjNS00NzM5LTljMjAtY2QwYjVmZmI5YzYwXkEyXkFqcGdeQXVyNzkyMDA5MTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,81,tt10265094,movie,N/A,N/A,N/A,N/A,True
Maritess vs. the Super-Friends,2002,N/A,25 May 2002,N/A,"Animation, Short",Dino Ignacio,Rex Navarrete,N/A,N/A,"English, Filipino, Tagalog",Philippines,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,8,tt0476809,movie,N/A,N/A,N/A,N/A,True
Super Temps,2011,N/A,08 Sep 2011,10 min,Comedy,Kevin Brownridge,Kevin Brownridge,"Joseph Buttler, Sarah Himmelstein, John Knox, Michael McLafferty",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2012643,movie,N/A,N/A,N/A,N/A,True
Super Cute Animals,2015,Not Rated,15 Feb 2015,60 min,Documentary,Chloe Pearne,"Louise Ferguson (developed by), Abigail Lees (developed by)","Gordon Buchanan, Myrtille Bakouche, Marina Davila-Ross, Karl Meyer",Gordon Buchanan goes to meet the world's cutest animals to reveal their hidden biology and find out why people have such a strong emotional response to them.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BZTQyOTYwYzItNjY3OC00ZGIxLWFmOTEtMmRlNDE0M2I4ZTA1XkEyXkFqcGdeQXVyNDQwMTQ5ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,37,tt4458120,movie,N/A,N/A,N/A,N/A,True
Super-Express,1964,N/A,31 Oct 1964,94 min,"Crime, Drama",Yasuzô Masumura,"Sueyuki Kajiyama (novel), Yasuzô Masumura, Yoshio Shirasaka","Jirô Tamiya, Eiji Funakoshi, Yukiko Fuji, Daisuke Katô",N/A,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMGE1NWU5ODUtOWE2Zi00MzJiLWE4YjItOWNhOWFhYTE1NzM2XkEyXkFqcGdeQXVyMjM3MDE4Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,39,tt0228497,movie,N/A,N/A,N/A,N/A,True
Kamen Rider Super Den-O Trilogy: Episode Yellow - Treasure De End Pirates,2010,N/A,19 Jun 2010,73 min,Drama,Takayuki Shibasaki,N/A,"Takuya Mizoguchi, Tamaki Matsumoto, Wakana Matsumoto, Rina Akiyama","Daiki Kaito as Kamen Rider Diend stole the Den-O pass from Ryotaro with the help of an Imagin. Soon after that, Time Police Officer Reiji Kurosaki and the artificial Imagin Eve as Kamen ...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BODdkZmZmM2EtN2NmYi00NDJmLWE2ZjEtNGQ2ZjNkM2RiOWYyXkEyXkFqcGdeQXVyMjU0ODQ5NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,39,tt1675293,movie,N/A,N/A,N/A,N/A,True
